post_id,count,dw_page_sk,dw_eff_dt,page_path_tx,conf_page_path_tx,page_hier_lvl1_nm,parent_page_sk,http_return_cd,nldt_type_cd,page_vertical_tx,dw_last_updt_ts,dw_load_ts
"216012","1","401025","2016-03-10","blog/mortgages/finding-the-right-mortgage/mortgage-rate-roundup-31016","blog/mortgages/finding-the-right-mortgage/mortgage-rate-roundup-31016","Mortgages","401025","200","N","Mortgages","2016-07-18 04:17:23","2016-03-11 05:54:01"
"183388","1","502800","2016-03-23","blog/banking/checking/stop-payments-cost-to-cancel-checks","blog/banking/checking/stop-payments-cost-to-cancel-checks","Banking","502800","200","L","Banking","2016-07-18 04:17:23","2016-03-24 06:18:57"
"211051","2","996086","2016-03-29","search/undefined/blog/insurance/cheapest-car-insurance-in-maine-me","search/undefined/blog/insurance/cheapest-car-insurance-in-maine-me","Insurance","996086","404","D","Insurance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"201172","72","992925","2016-04-15","q1blog/finance/how-to-build-credit","q1blog/finance/how-to-build-credit","Personal Finance","992925","404","L","Personal Finance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"219441","1","507766","2016-04-26","search/undefined/blog/finance/pay-off-debt","search/undefined/blog/finance/pay-off-debt","Personal Finance","507766","404","L","Personal Finance","2016-07-18 04:17:23","2016-04-27 04:27:56"
"150070","2","368817","2016-07-15","blog/shopping/shopping-tips-news/samsung-sony-toshiba-vizeo-smart-tv","blog/shopping/shopping-tips-news/samsung-sony-toshiba-vizeo-smart-tv","Shopping","368817","200","D","Shopping","2016-07-18 04:17:23","2015-09-14 08:22:34"
"73945","1","351022","2016-07-15","blog/credit-cards/hotel-takes-credit-card-imprint","blog/credit-cards/hotel-takes-credit-card-imprint","Credit Cards","351022","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08"
"164172","4","380096","2016-07-15","blog/loans/student-loans/12-amazing-scholarships-performing-arts-students","blog/loans/student-loans/12-amazing-scholarships-performing-arts-students","Loans","380096","200","L","Loans","2016-07-18 04:17:23","2015-10-15 08:26:24"
"156304","3","395027","2016-07-15","blog/insurance/convert-term-life-insurance-whole-life","blog/insurance/convert-term-life-insurance-whole-life","Insurance","395027","200","L","Insurance","2016-07-18 04:17:23","2016-01-28 05:57:18"
"133886","1","347669","2016-07-15","blog/small-business/online-lending-basics-smallbusiness-loans","blog/small-business/online-lending-basics-smallbusiness-loans","Small Business","347669","200","D","Small Business","2016-07-18 04:17:23","2015-08-05 08:15:19"
"192431","1","395631","2016-07-15","blog/small-business/long-term-business-loans","blog/small-business/long-term-business-loans","Small Business","395631","200","D","Small Business","2016-07-18 04:17:23","2016-01-30 05:58:35"
"150070","2","395665","2016-07-15","blog/shopping/product-comparisons/samsung-sony-toshiba-vizeo-smart-tv","blog/shopping/product-comparisons/samsung-sony-toshiba-vizeo-smart-tv","Shopping","395665","200","D","Shopping","2016-07-18 04:17:23","2016-01-28 05:57:18"
"229121","1","510587","2016-07-15","blog/credit-cards/get-the-most-out-of-barclaycard-arrival-plus","blog/credit-cards/get-the-most-out-of-barclaycard-arrival-plus","Credit Cards","510587","200","D","Credit Cards","2016-07-18 04:17:23","2016-05-25 23:15:14"
"246394","19","345190","2016-07-15","blog/banking/ally-bank-review","blog/banking/ally-bank-review","Banking","345190","200","D","Banking","2016-07-18 04:17:23","2015-07-24 08:16:45"
"245026","1","508595","2016-07-15","blog/finance/does-checking-credit-hurt-credit-score","blog/finance/does-checking-credit-hurt-credit-score","Personal Finance","508595","200","L","Personal Finance","2016-07-18 04:17:23","2016-05-06 04:12:37"
"237078","15","507170","2016-07-15","blog/loans/student-loans/obama-student-loan-forgiveness","blog/loans/student-loans/obama-student-loan-forgiveness","Loans","507170","200","L","Loans","2016-07-18 04:17:23","2016-04-23 04:15:33"
"63609","11","350457","2016-07-15","blog/credit-cards/online-credit-card-purchases-safe","blog/credit-cards/online-credit-card-purchases-safe","Credit Cards","350457","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"83178","1","351646","2016-07-15","blog/credit-cards/5-questions-applying-balance-transfer-credit-card","blog/credit-cards/5-questions-applying-balance-transfer-credit-card","Credit Cards","351646","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-21 08:18:06"
"148531","3","376995","2016-07-15","blog/shopping/shopping-tips-news/how-to-clean-ninja-nj600-blender","blog/shopping/shopping-tips-news/how-to-clean-ninja-nj600-blender","Shopping","376995","200","D","Shopping","2016-07-18 04:17:23","2015-09-30 08:21:52"
"9906","1","597500","2012-06-27","blog/blog/2011/05/first-premier-bank-aventium-centennial-credit-cards","blog/blog/2011/05/first-premier-bank-aventium-centennial-credit-cards","Credit Cards","597500","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"58144","1","20965","2013-09-10","blog/blog/2013/07/29/qa-business-credit-cards-personal-guarantee","blog/blog/2013/07/29/qa-business-credit-cards-personal-guarantee","Credit Cards","20965","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"164172","4","109592","2013-01-30","blog/nerdscholar/2013/12-amazing-scholarships-performing-arts-students","blog/nerdscholar/2013/12-amazing-scholarships-performing-arts-students","Loans","109592","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"65133","6","28797","2014-01-27","blog/2014/cities-for-young-families-california","blog/2014/cities-for-young-families-california","Mortgages","28797","301","N","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"155494","1","139800","2014-02-11","blog/insurance/2013/09/19/what-renters-insurance","blog/insurance/2013/09/19/what-renters-insurance","Insurance","139800","301","L","Insurance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"66791","17","190552","2014-02-18","blog/2014/support-growing-black-owned-banks","blog/2014/support-growing-black-owned-banks","Banking","190552","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"58144","1","125506","2014-04-01","blog/tips/small-business-credit-cards/qa-business-credit-cards-personal-guarantee","blog/tips/small-business-credit-cards/qa-business-credit-cards-personal-guarantee","Credit Cards","125506","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"164840","1","40251","2014-05-19","blog/nerdscholar/2014/know-before-applying-for-scholarships","blog/nerdscholar/2014/know-before-applying-for-scholarships","Loans","40251","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"74885","9","203293","2014-05-29","blog/tips/credit-card-theft-fraud-serious-crime-penalty","blog/tips/credit-card-theft-fraud-serious-crime-penalty","Credit Cards","203293","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"137681","1","32946","2012-08-12","blog/finance/2012/im-work-saving-retirement-tax-issues-avoid","blog/finance/2012/im-work-saving-retirement-tax-issues-avoid","Investing","32946","301","L","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"31510","1","49062","2012-10-05","blog/prepaid-debit-cards/chase-liquid-prepaid-yeah-gamechanger","blog/prepaid-debit-cards/chase-liquid-prepaid-yeah-gamechanger","Banking","49062","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"65133","6","847873","2014-06-05","cities/blog/cities/cities-for-young-families-california","cities/blog/cities/cities-for-young-families-california","Mortgages","847873","301","N","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179099","1","393261","2014-08-05","blog/health/what-is-aspartame","blog/health/what-is-aspartame","Health","393261","200","L","Health","2016-07-18 04:17:23","2016-01-15 06:04:37"
"100848","1","844146","2015-10-30","blogprosser%20washington/cities/homeownership-2/best-places-invest-real-estate-washington","blogprosser%20washington/cities/homeownership-2/best-places-invest-real-estate-washington","Mortgages","844146","404","N","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179161","1","387873","2015-12-02","blog/health/diseases/how-to-save-rheumatoid-arthritis-medications","blog/health/diseases/how-to-save-rheumatoid-arthritis-medications","Health","387873","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"178977","2","388447","2015-12-02","blog/health/diseases/asthma-medications-albuterol-advair-flovent-singulair-nebulizer-inhaler","blog/health/diseases/asthma-medications-albuterol-advair-flovent-singulair-nebulizer-inhaler","Health","388447","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"174410","1","388524","2015-12-02","blog/shopping/youtube-red-hulu-netflix-amazon-prime-hbo-go-comparison","blog/shopping/youtube-red-hulu-netflix-amazon-prime-hbo-go-comparison","Utilities","388524","301","D","Utilities","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179161","1","512346","2015-12-02","blog/diseases/how-to-save-rheumatoid-arthritis-medications","blog/diseases/how-to-save-rheumatoid-arthritis-medications","Health","512346","301","L","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"138240","1","390133","2015-12-16","blog/finance/money/advance-america-payday-loan","blog/finance/money/advance-america-payday-loan","Loans","390133","301","D","Loans","2016-07-18 04:17:23","2015-12-17 08:41:23"
"177106","2","391529","2016-01-05","blog/insurance/auto/understanding-uninsured-motorist-property-damage-insurance","blog/insurance/auto/understanding-uninsured-motorist-property-damage-insurance","Insurance","391529","200","L","Insurance","2016-07-18 04:17:23","2016-01-05 20:58:38"
"98252","1","395089","2016-01-26","blog/mortgages/home-search/best-cities-for-young-families-in-north-carolina-2015","blog/mortgages/home-search/best-cities-for-young-families-in-north-carolina-2015","Mortgages","395089","200","N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09"
"72966","19","395259","2016-01-28","blog/finance/credit-score/apartment-no-credit-history-lease-graduate-landlord","blog/finance/credit-score/apartment-no-credit-history-lease-graduate-landlord","Personal Finance","395259","200","L","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"172568","12","820646","2016-05-06","blog.shopping/fitbit-comparison-best-fitbit-activity-tracker-for-you","blog.shopping/fitbit-comparison-best-fitbit-activity-tracker-for-you","Shopping","820646","404","D","Shopping","2016-07-18 04:17:23","2016-06-22 22:04:03"
"246306","28","508980","2016-05-09","search/undefined/blog/banking/cd-certificate-of-deposit","search/undefined/blog/banking/cd-certificate-of-deposit","Banking","508980","404","L","Banking","2016-07-18 04:17:23","2016-05-11 04:12:35"
"263896","3","796119","2016-06-15","blog/shopping/best-fathers-day-sales-deals-discounts-2016","blog/shopping/best-fathers-day-sales-deals-discounts-2016","Shopping","796119","200","D","Shopping","2016-07-18 04:17:23","2016-06-17 04:41:03"
"270927","1","1007261","2016-06-24","blog/banking/banking-basics/debit-card-foreign-transaction-fees","blog/banking/banking-basics/debit-card-foreign-transaction-fees","Banking","1007261","200","L","Banking","2016-07-18 04:17:23","2016-06-25 03:55:00"
"52912","1","190251","2016-07-15","blog/small-business/corporate-tax-tips-small-businesses","blog/small-business/corporate-tax-tips-small-businesses","Small Business","190251","200","L","Small Business","2016-07-18 04:17:23","2015-03-07 03:51:35"
"233601","1","505801","2016-07-15","blog/mortgages/selling-home-find-best-listing-agent","blog/mortgages/selling-home-find-best-listing-agent","Mortgages","505801","200","L","Mortgages","2016-07-18 04:17:23","2016-04-16 04:12:18"
"58281","1","350336","2016-07-15","blog/credit-cards/denied-secured-credit-card","blog/credit-cards/denied-secured-credit-card","Credit Cards","350336","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-18 23:54:03"
"91728","1","351050","2016-07-15","blog/credit-cards/compare-credit-cards-chase-freedome-citi-simplicity","blog/credit-cards/compare-credit-cards-chase-freedome-citi-simplicity","Credit Cards","351050","200","D","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08"
"86397","3","370986","2016-07-15","blog/credit-cards/bank-of-america-preferred-rewards-credit-card-extra","blog/credit-cards/bank-of-america-preferred-rewards-credit-card-extra","Credit Cards","370986","200","D","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"161939","2","378038","2016-07-15","blog/insurance/texting-driving-ticket-car-insurance-rates","blog/insurance/texting-driving-ticket-car-insurance-rates","Insurance","378038","200","L","Insurance","2016-07-18 04:17:23","2015-10-07 08:23:52"
"138169","9","395923","2016-07-15","blog/finance/real-work-from-home-jobs","blog/finance/real-work-from-home-jobs","Personal Finance","395923","200","N","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"220842","1","401940","2016-07-15","blog/loans/student-loans/pay-as-you-earn","blog/loans/student-loans/pay-as-you-earn","Loans","401940","200","L","Loans","2016-07-18 04:17:23","2016-03-17 04:39:05"
"223714","1","503558","2016-07-15","blog/utilities/cheap-cell-phone-plans","blog/utilities/cheap-cell-phone-plans","Utilities","503558","200","D","Utilities","2016-07-18 04:17:23","2016-04-01 05:09:39"
"172351","1","385457","2016-07-15","blog/small-business/fast-business-loans","blog/small-business/fast-business-loans","Small Business","385457","200","D","Small Business","2016-07-18 04:17:23","2015-11-21 08:49:00"
"227676","4","503042","2016-07-15","blog/banking/best-military-banks-credit-unions","blog/banking/best-military-banks-credit-unions","Banking","503042","200","D","Banking","2016-07-18 04:17:23","2016-03-26 04:29:38"
"274985","1","1008626","2016-07-15","blog/loans/student-loans/hillary-clintons-student-loan-moratorium","blog/loans/student-loans/hillary-clintons-student-loan-moratorium","Loans","1008626","200","L","Loans","2016-07-18 04:17:23","2016-07-07 04:02:14"
"197064","1","396370","2016-07-15","blog/investing/roth-iras-start-early-to-grow-your-wealth","blog/investing/roth-iras-start-early-to-grow-your-wealth","Investing","396370","200","N","Investing","2016-07-18 04:17:23","2016-02-04 12:19:22"
"118613","2","338864","2016-07-15","blog/small-business/how-to-start-a-medical-practice","blog/small-business/how-to-start-a-medical-practice","Small Business","338864","200","L","Small Business","2016-07-18 04:17:23","2015-05-27 09:16:36"
"99693","2","509499","2016-07-16","blog/loans/car-loan-affects-your-credit-report","blog/loans/car-loan-affects-your-credit-report","Personal Finance","509499","200","L","Personal Finance","2016-07-18 04:17:23","2016-05-18 05:51:28"
"6698","1","173897","2011-07-29","blog/2011/charge-card-credit-card","blog/2011/charge-card-credit-card","Credit Cards","173897","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"63084","1","3351","2013-11-26","blog/2013/best-places-south-carolina-job-seekers","blog/2013/best-places-south-carolina-job-seekers","Mortgages","3351","301","N","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"64381","1","100068","2014-01-13","blog/2014/why-every-purchase-should-be-on-a-credit-card","blog/2014/why-every-purchase-should-be-on-a-credit-card","Credit Cards","100068","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
