post_id,count,dw_page_sk,dw_eff_dt,page_path_tx,conf_page_path_tx,page_hier_lvl1_nm,parent_page_sk,http_return_cd,nldt_type_cd,page_vertical_tx,dw_last_updt_ts,dw_load_ts
"108679","1","349578","2015-08-14","blog/cities/lifestyle/best-cities-young-families-arizona-2015","blog/cities/lifestyle/best-cities-young-families-arizona-2015","Mortgages","349578","301","N","Mortgages","2016-07-18 04:17:23","2015-08-16 08:11:52"
"63084","1","349808","2015-08-15","blog/jobs/best-places-south-carolina-job-seekers","blog/jobs/best-places-south-carolina-job-seekers","Mortgages","349808","301","N","Mortgages","2016-07-18 04:17:23","2015-08-17 08:12:22"
"97302","10","350542","2015-08-18","blog/credit-cards/credit-card-basics/income-job-qualify-credit-card","blog/credit-cards/credit-card-basics/income-job-qualify-credit-card","Credit Cards","350542","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"63361","4","350303","2015-08-19","blog/credit-cards/credit-score/credit-card-churning","blog/credit-cards/credit-score/credit-card-churning","Credit Cards","350303","301","N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"95043","1","996484","2015-08-20","search/undefined/blog/uncategorized/car-loan-fair-credit","search/undefined/blog/uncategorized/car-loan-fair-credit","Personal Finance","996484","404","L","Personal Finance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"86397","3","352316","2015-08-25","blog/finance/current-events/bank-of-america-preferred-rewards-credit-card-extra","blog/finance/current-events/bank-of-america-preferred-rewards-credit-card-extra","Credit Cards","352316","301","D","Credit Cards","2016-07-18 04:17:23","2015-08-25 08:19:10"
"138795","1","385934","2015-08-25","blog/advisorvoices/legal-protection-plans-good-lawyer-copay","blog/advisorvoices/legal-protection-plans-good-lawyer-copay","Personal Finance","385934","301",,"Personal Finance","2016-07-18 04:17:23","2015-11-23 08:59:20"
"86397","3","366479","2015-09-09","blog/banking/bank-of-america-preferred-rewards-credit-card-extra","blog/banking/bank-of-america-preferred-rewards-credit-card-extra","Credit Cards","366479","301","D","Credit Cards","2016-07-18 04:17:23","2015-09-10 08:47:26"
"63357","22","995906","2015-09-17","search/undefined/blog/credit-cards/retailers-accept-american-express","search/undefined/blog/credit-cards/retailers-accept-american-express","Credit Cards","995906","404","L","Credit Cards","2016-07-18 04:17:23","2016-06-22 22:04:03"
"12128","2","168483","2011-07-29","blog/2011/gap-credit-card-visa","blog/2011/gap-credit-card-visa","Credit Cards","168483","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163765","1","175209","2011-08-10","blog/advice/finance-tips/domestic-violence","blog/advice/finance-tips/domestic-violence","Loans","175209","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"101784","1","791803","2015-10-22","search/undefined/blog/cities/lifestyle/best-cities-young-families-wisconsin","search/undefined/blog/cities/lifestyle/best-cities-young-families-wisconsin","Mortgages","791803","404","N","Mortgages","2016-07-18 04:17:23","2016-06-01 18:09:10"
"163877","1","194496","2013-01-22","blog/nerdscholar/2012/nerdwallets-top-12-nationwide-art-scholarships","blog/nerdscholar/2012/nerdwallets-top-12-nationwide-art-scholarships","Loans","194496","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"61374","5","107699","2013-10-22","blog/2013/too-many-credit-cards-hurt-fico-score","blog/2013/too-many-credit-cards-hurt-fico-score","Credit Cards","107699","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"138274","40","152501","2013-11-12","blog/finance/2013/exchange-currency-paying-huge-fees","blog/finance/2013/exchange-currency-paying-huge-fees","Banking","152501","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"12607","5","597487","2012-06-27","blog/blog/2011/05/bankruptcy-credit-card-scams","blog/blog/2011/05/bankruptcy-credit-card-scams","Credit Cards","597487","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"31106","6","597667","2012-06-27","blog/blog/2012/04/generation-nerdwallets-teen-checking","blog/blog/2012/04/generation-nerdwallets-teen-checking","Banking","597667","301","L","Banking","2016-07-18 04:17:23","2016-06-01 18:09:10"
"40159","1","395699","2012-06-11","blog/banking/earn-big-bank-local-nerdwallets-top-10-kasasa-partners","blog/banking/earn-big-bank-local-nerdwallets-top-10-kasasa-partners","Banking","395699","200","L","Banking","2016-07-18 04:17:23","2016-01-31 05:55:19"
"31106","6","192702","2012-04-17","blog/2012/generation-nerdwallets-teen-checking","blog/2012/generation-nerdwallets-teen-checking","Banking","192702","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"31106","6","268263","2012-04-27","blog/blog/2012/04/17/generation-nerdwallets-teen-checking","blog/blog/2012/04/17/generation-nerdwallets-teen-checking","Banking","268263","301","L","Banking","2016-07-18 04:17:23","2015-03-08 03:54:47"
"40159","1","165658","2012-06-11","blog/2012/earn-big-bank-local-nerdwallets-top-10-kasasa-partners","blog/2012/earn-big-bank-local-nerdwallets-top-10-kasasa-partners","Banking","165658","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"5370","1","597332","2012-06-27","blog/blog/2010/11/union-plus-credit-card","blog/blog/2010/11/union-plus-credit-card","Credit Cards","597332","301","D","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"61873","1","137038","2014-04-01","blog/tips/student-and-no-credit-cards/common-credit-card-mistakes-college-students-avoid","blog/tips/student-and-no-credit-cards/common-credit-card-mistakes-college-students-avoid","Credit Cards","137038","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"155781","1","72097","2014-04-15","blog/insurance/2014/04/14/expert-faq-depopulating-citizens-insurance-affect-florida","blog/insurance/2014/04/14/expert-faq-depopulating-citizens-insurance-affect-florida","Insurance","72097","301","N","Insurance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"71207","1","847880","2014-06-04","cities/blog/credit-cards/best-cities-homeownership-south-carolina","cities/blog/credit-cards/best-cities-homeownership-south-carolina","Mortgages","847880","301","L","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"138886","1","99736","2014-09-10","blog/finance/advisorvoices/medicare-advantage-part-c-providers","blog/finance/advisorvoices/medicare-advantage-part-c-providers","Health","99736","301",,"Health","2016-07-18 04:17:23","2015-03-07 03:51:35"
"90901","2","64721","2014-12-12","blog/tips/credit-score/length-credit-history-fico-credit-score","blog/tips/credit-score/length-credit-history-fico-credit-score","Personal Finance","64721","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"156370","1","336747","2015-04-23","blog/insurance/2015/04/23/life-insurance-with-preexisting-condition","blog/insurance/2015/04/23/life-insurance-with-preexisting-condition","Insurance","336747","301","L","Insurance","2016-07-18 04:17:23","2015-04-24 11:11:39"
"66852","1","342648","2015-06-28","search/undefined/blog/tips/credit-card-expat-living-overseas","search/undefined/blog/tips/credit-card-expat-living-overseas","Credit Cards","342648","404","L","Credit Cards","2016-07-18 04:17:23","2015-06-30 09:17:06"
"96555","47","348988","2015-08-13","blog/tips/how-credit-card-interest-calculated","blog/tips/how-credit-card-interest-calculated","Credit Cards","348988","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-14 12:57:58"
"85720","4","348996","2015-08-14","blog/tips/credit-card-bill-best-time-to-pay","blog/tips/credit-card-bill-best-time-to-pay","Credit Cards","348996","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-15 08:12:09"
"119539","2","349389","2015-08-14","blog/grad/job-search/entry-level-finance-jobs","blog/grad/job-search/entry-level-finance-jobs","Loans","349389","301","N","Loans","2016-07-18 04:17:23","2015-08-16 08:11:52"
"100413","1","350541","2015-08-14","blog/uncategorized/secured-credit-card-rewards-features","blog/uncategorized/secured-credit-card-rewards-features","Credit Cards","350541","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"31106","6","349849","2015-08-14","blog/checking/generation-nerdwallets-teen-checking","blog/checking/generation-nerdwallets-teen-checking","Banking","349849","301","L","Banking","2016-07-18 04:17:23","2015-08-17 08:12:22"
"93554","1","512359","2015-08-21","blog/fair-credit/gas-card-fair-credit","blog/fair-credit/gas-card-fair-credit","Credit Cards","512359","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 01:22:19"
"156557","1","371369","2015-09-17","blog/insurance/vehicle/most-least-expensive-places-car-insurance-massachusetts","blog/insurance/vehicle/most-least-expensive-places-car-insurance-massachusetts","Insurance","371369","301","N","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"155737","1","512837","2015-09-17","blog/insurance/fbsyn-insurance/homeowners-insurance-coverage","blog/insurance/fbsyn-insurance/homeowners-insurance-coverage","Insurance","512837","301","N","Insurance","2016-07-18 04:17:23","2016-06-01 01:22:19"
"166880","2","837539","2015-10-22","blog/prosper-review-personal-loans-peers","blog/prosper-review-personal-loans-peers","Loans","837539","404","D","Loans","2016-07-18 04:17:23","2016-06-22 22:04:03"
"12607","5","39573","2011-07-30","blog/2011/bankruptcy-credit-card-scams","blog/2011/bankruptcy-credit-card-scams","Credit Cards","39573","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"163842","3","9878","2012-06-15","blog/education/great-lgbt-scholarships","blog/education/great-lgbt-scholarships","Loans","9878","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"127039","1","394200","2016-01-14","search/undefined/blog/loans/student-loans/student-loan-forgiveness-careers","search/undefined/blog/loans/student-loans/student-loan-forgiveness-careers","Loans","394200","404","L","Loans","2016-07-18 04:17:23","2016-01-16 06:09:31"
"117916","11","394587","2016-01-26","blog/mortgages/home-search/top-lgbt-friendly-cities-2015","blog/mortgages/home-search/top-lgbt-friendly-cities-2015","Mortgages","394587","200","N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09"
"100041","4","395071","2016-01-26","blog/mortgages/home-search/best-places-invest-real-estate-florida","blog/mortgages/home-search/best-places-invest-real-estate-florida","Mortgages","395071","200","N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09"
"193336","9","995624","2016-05-25","search/undefined/blog/banking/best-money-market-accounts","search/undefined/blog/banking/best-money-market-accounts","Banking","995624","404","D","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"214919","2","996493","2016-06-14","search/undefined/blog/utilities/t-mobile-cell-phone-plans","search/undefined/blog/utilities/t-mobile-cell-phone-plans","Utilities","996493","404","D","Utilities","2016-07-18 04:17:23","2016-06-22 22:04:03"
"69261","1","350985","2016-07-15","blog/credit-cards/us-airways-star-alliance-oneworld-march-31-book-travel","blog/credit-cards/us-airways-star-alliance-oneworld-march-31-book-travel","Credit Cards","350985","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08"
"64454","1","350738","2016-07-15","blog/credit-cards/debt-collectors-crazy-tactics-fight-back","blog/credit-cards/debt-collectors-crazy-tactics-fight-back","Credit Cards","350738","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08"
"71301","3","55253","2016-07-15","blog/mortgages/refinance-cash-out","blog/mortgages/refinance-cash-out","Mortgages","55253","200","L","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"164051","2","179999","2012-12-20","blog/education/top-scholarships-pharmacy-students","blog/education/top-scholarships-pharmacy-students","Loans","179999","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"4850","6","8814","2011-07-30","blog/2010/charge-card-affect-credit-score","blog/2010/charge-card-affect-credit-score","Credit Cards","8814","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"164216","1","380827","2012-02-07","blog/loans/student-loans/scholarships-african-americans","blog/loans/student-loans/scholarships-african-americans","Loans","380827","200","L","Loans","2016-07-18 04:17:23","2015-10-19 08:20:19"
"63893","1","201704","2013-12-20","blog/2013/fix-credit-statement-mistake","blog/2013/fix-credit-statement-mistake","Credit Cards","201704","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"67027","4","174499","2014-05-06","blog/tips/credit-score/secured-credit-card-unsecured-difference-prepaid","blog/tips/credit-score/secured-credit-card-unsecured-difference-prepaid","Credit Cards","174499","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"78176","10","10846","2014-06-25","blog/tips/low-interest-cards-balance-transfers/credit-card-5-simple-steps-zero-percen","blog/tips/low-interest-cards-balance-transfers/credit-card-5-simple-steps-zero-percen","Credit Cards","10846","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"179266","13","185251","2014-09-17","blog/health/2014/09/17/how-much-does-chemotherapy-cost","blog/health/2014/09/17/how-much-does-chemotherapy-cost","Health","185251","301","L","Health","2016-07-18 04:17:23","2015-03-07 03:51:35"
"181580","2","599412","2014-11-05","blog/insurance/categories/best-liability-umbrella-insurance","blog/insurance/categories/best-liability-umbrella-insurance","Insurance","599412","404","D","Insurance","2016-07-18 04:17:23","2016-06-01 18:09:10"
"149414","10","46738","2014-12-06","blog/shopping/2014/ship-wine-as-gift-without-breaking-law","blog/shopping/2014/ship-wine-as-gift-without-breaking-law","Shopping","46738","301","L","Shopping","2016-07-18 04:17:23","2015-03-07 03:51:35"
"96094","2","121695","2015-01-12","blog/tips/credit-score/financial-boot-camp-7-exercises-build-credit-muscle","blog/tips/credit-score/financial-boot-camp-7-exercises-build-credit-muscle","Personal Finance","121695","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"112933","1","344213","2015-07-13","blog/grad/need-car-san-francisco","blog/grad/need-car-san-francisco","Loans","344213","301","L","Loans","2016-07-18 04:17:23","2015-07-15 08:16:49"
"134804","1","348200","2015-08-10","blog/auto-insurance/states-not-get-car-insurance","blog/auto-insurance/states-not-get-car-insurance","Insurance","348200","301","L","Insurance","2016-07-18 04:17:23","2015-08-11 08:14:18"
"89327","1","351107","2015-08-13","blog/cities/best-cities-for-young-entrepreneurs","blog/cities/best-cities-for-young-entrepreneurs","Small Business","351107","301","L","Small Business","2016-07-18 04:17:23","2015-08-20 08:18:08"
"83019","4","349542","2015-08-14","blog/tips/credit-report-rent-payments-incorporated","blog/tips/credit-report-rent-payments-incorporated","Personal Finance","349542","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-17 08:12:22"
"91457","17","351948","2015-08-21","blog/secured-credit-cards/secured-credit-cards-vs-unsecured-difference","blog/secured-credit-cards/secured-credit-cards-vs-unsecured-difference","Credit Cards","351948","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-22 08:20:28"
"143735","1","361622","2015-09-03","blog/investing/brokerage-review/roth-ira-contribution-limits","blog/investing/brokerage-review/roth-ira-contribution-limits","Investing","361622","301","L","Investing","2016-07-18 04:17:23","2015-09-04 08:17:59"
"154564","5","382599","2015-10-27","search/undefined/blog/investing/whats-702-retirement-savings-plan","search/undefined/blog/investing/whats-702-retirement-savings-plan","Investing","382599","404","L","Investing","2016-07-18 04:17:23","2015-10-28 14:34:55"
"4850","6","597322","2012-06-27","blog/blog/2010/11/charge-card-affect-credit-score","blog/blog/2010/11/charge-card-affect-credit-score","Credit Cards","597322","301","D","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"132319","1","385002","2015-11-13","search/undefined/blog/loans/refinance-student-loans/citizens-bank-student-loan-refinancing-traditional-lender","search/undefined/blog/loans/refinance-student-loans/citizens-bank-student-loan-refinancing-traditional-lender","Loans","385002","404","D","Loans","2016-07-18 04:17:23","2015-11-15 08:31:35"
"179008","5","388476","2015-12-02","blog/health/personal-health-finance/patient-advocates-medical-billing-advocates","blog/health/personal-health-finance/patient-advocates-medical-billing-advocates","Health","388476","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179426","1","387653","2015-12-02","blog/health/prescriptions/lexapro-side-effects","blog/health/prescriptions/lexapro-side-effects","Health","387653","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179266","13","387743","2015-12-02","blog/health/diseases/how-much-does-chemotherapy-cost","blog/health/diseases/how-much-does-chemotherapy-cost","Health","387743","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"164051","2","412519","2016-01-14","blog/loans/top-scholarships-pharmacy-students","blog/loans/top-scholarships-pharmacy-students","Loans","412519","200","L","Loans","2016-07-18 04:17:23","2016-03-19 01:14:35"
"61174","3","394571","2016-01-26","blog/mortgages/home-search/best-towns-new-jersey-young-families","blog/mortgages/home-search/best-towns-new-jersey-young-families","Mortgages","394571","200","N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09"
"246362","7","830685","2016-03-04","blog/credit-unions-vs-banks","blog/credit-unions-vs-banks","Banking","830685","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"128676","3","400856","2016-03-08","blog/student-loan-repayment-plans","blog/student-loan-repayment-plans","Loans","400856","404","D","Loans","2016-07-18 04:17:23","2016-03-09 05:54:41"
"164216","1","996216","2016-03-12","search/undefined/blog/loans/student-loans/scholarships-african-americans","search/undefined/blog/loans/student-loans/scholarships-african-americans","Loans","996216","404","L","Loans","2016-07-18 04:17:23","2016-06-22 22:04:03"
"59683","1","995912","2016-03-29","search/undefined/blog/credit-cards/southwest-credit-card-50000point-save-thousands","search/undefined/blog/credit-cards/southwest-credit-card-50000point-save-thousands","Credit Cards","995912","404","D","Credit Cards","2016-07-18 04:17:23","2016-06-22 22:04:03"
"221017","1","503482","2016-03-30","blog/cities/best-cities-women-in-the-workforce-2016","blog/cities/best-cities-women-in-the-workforce-2016","Other","503482","301","N","Other","2016-07-18 04:17:23","2016-04-01 05:09:39"
"179426","1","391892","2016-07-15","blog/health/medical-costs/lexapro-side-effects","blog/health/medical-costs/lexapro-side-effects","Health","391892","200","L","Health","2016-07-18 04:17:23","2016-01-06 20:59:27"
"244534","2","508393","2016-07-15","blog/finance/11-tips-raise-financially-savvy-kids","blog/finance/11-tips-raise-financially-savvy-kids","Personal Finance","508393","200","N","Personal Finance","2016-07-18 04:17:23","2016-05-04 04:31:40"
"94730","1","371205","2016-07-15","blog/credit-cards/credit-card-offers-veterans","blog/credit-cards/credit-card-offers-veterans","Credit Cards","371205","200","D","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"115843","1","337980","2016-07-15","blog/small-business/alternative-board-helps-small-businesses-navigate-big-challenges","blog/small-business/alternative-board-helps-small-businesses-navigate-big-challenges","Small Business","337980","200","L","Small Business","2016-07-18 04:17:23","2015-05-14 11:15:31"
"133621","1","394750","2016-07-15","blog/mortgages/managing-your-mortgage/home-equity-line-credit-heloc-reasons","blog/mortgages/managing-your-mortgage/home-equity-line-credit-heloc-reasons","Mortgages","394750","200","L","Mortgages","2016-07-18 04:17:23","2016-01-27 05:57:19"
"96094","2","505051","2016-07-15","blog/finance/credit-score/financial-boot-camp-7-exercises-build-credit-muscle","blog/finance/credit-score/financial-boot-camp-7-exercises-build-credit-muscle","Personal Finance","505051","200","L","Personal Finance","2016-07-18 04:17:23","2016-04-09 07:21:44"
"145678","8","368506","2015-09-14","blog/auto-insurance/electric-hybrid-gas-how-they-compare-costs-2015","blog/auto-insurance/electric-hybrid-gas-how-they-compare-costs-2015","Loans","368506","301","N","Loans","2016-07-18 04:17:23","2015-09-15 08:23:58"
"2417","1","56332","2011-07-29","blog/2010/score-75000-aadvantage-miles-now","blog/2010/score-75000-aadvantage-miles-now","Credit Cards","56332","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"9637","5","97572","2012-04-15","blog/blog/2011/04/26/netfirstplatinum-com-credit-card-scam","blog/blog/2011/04/26/netfirstplatinum-com-credit-card-scam","Credit Cards","97572","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"156601","1","372453","2015-09-17","blog/insurance/vehicle/newlyweds-best-auto-insurance-rates","blog/insurance/vehicle/newlyweds-best-auto-insurance-rates","Insurance","372453","301","L","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"86704","12","995855","2015-09-26","search/undefined/blog/credit-cards/credit-score/how-long-high-credit-utilization-ratio-hurt-credit-score","search/undefined/blog/credit-cards/credit-score/how-long-high-credit-utilization-ratio-hurt-credit-score","Personal Finance","995855","404","L","Personal Finance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"139493","3","995949","2015-11-15","search/undefined/blog/finance/advisorvoices/long-term-care-plan-save-money","search/undefined/blog/finance/advisorvoices/long-term-care-plan-save-money","Investing","995949","404","L","Investing","2016-07-18 04:17:23","2016-06-22 22:04:03"
"139175","1","386041","2015-11-21","blog/advisorvoices/why-are-medical-bills-so-high-in-america","blog/advisorvoices/why-are-medical-bills-so-high-in-america","Health","386041","301","N","Health","2016-07-18 04:17:23","2015-11-23 08:59:20"
"179093","1","511582","2015-12-02","blog/asthma-resources/asthma-statistics-state-lifetime-current-asthma-prevalence","blog/asthma-resources/asthma-statistics-state-lifetime-current-asthma-prevalence","Health","511582","301","L","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"183737","4","508983","2016-01-27","search/undefined/blog/investing/charles-schwab-review","search/undefined/blog/investing/charles-schwab-review","Investing","508983","404","D","Investing","2016-07-18 04:17:23","2016-05-11 04:12:35"
"75672","2","396438","2016-01-28","blog/finance/credit-score/origin-credit-score-history","blog/finance/credit-score/origin-credit-score-history","Personal Finance","396438","200","N","Personal Finance","2016-07-18 04:17:23","2016-01-30 05:58:35"
"155918","3","400214","2016-02-29","blog/insurance/homeowners/condo-insurance","blog/insurance/homeowners/condo-insurance","Insurance","400214","200","L","Insurance","2016-07-18 04:17:23","2016-03-02 06:01:42"
"150994","1","507898","2016-04-27","hoover%20linxblog/shopping/product-comparisons/hoover-air-cordless-vs-linx-vacuum-comparison","hoover%20linxblog/shopping/product-comparisons/hoover-air-cordless-vs-linx-vacuum-comparison","Shopping","507898","404","D","Shopping","2016-07-18 04:17:23","2016-04-28 04:34:40"
"211885","5","996089","2016-05-20","search/undefined/blog/insurance/geico-insurance-review","search/undefined/blog/insurance/geico-insurance-review","Insurance","996089","404","D","Insurance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179050","1","996058","2016-05-22","search/undefined/blog/health/ptsd-post-traumatic-stress-disorder-statistics-veterans","search/undefined/blog/health/ptsd-post-traumatic-stress-disorder-statistics-veterans","Health","996058","404","N","Health","2016-07-18 04:17:23","2016-06-22 22:04:03"
"138255","24","996351","2016-06-08","search/undefined/blog/shopping/shopping-tips-news/amazon-prime-benefits-cost-worth","search/undefined/blog/shopping/shopping-tips-news/amazon-prime-benefits-cost-worth","Shopping","996351","404","D","Shopping","2016-07-18 04:17:23","2016-06-22 22:04:03"
"203098","19","796687","2016-06-20","search/undefined/blog/loans/best-car-loans-for-good-fair-and-bad-credit","search/undefined/blog/loans/best-car-loans-for-good-fair-and-bad-credit","Loans","796687","404","D","Loans","2016-07-18 04:17:23","2016-06-22 04:42:41"
"114311","2","351283","2016-07-15","blog/credit-cards/getting-approved-credit-card","blog/credit-cards/getting-approved-credit-card","Credit Cards","351283","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-21 08:18:06"
"139401","2","1008873","2016-07-15","blog/investing/keeping-assets-separate-in-marriage","blog/investing/keeping-assets-separate-in-marriage","Investing","1008873","200","L","Investing","2016-07-18 04:17:23","2016-07-09 03:01:20"
"246187","1","395894","2016-07-15","blog/banking/online-mobile-banking","blog/banking/online-mobile-banking","Banking","395894","200","L","Banking","2016-07-18 04:17:23","2016-01-30 05:58:35"
"264237","1","1007538","2016-07-15","blog/banking/u-s-bank-vs-chase-comparison","blog/banking/u-s-bank-vs-chase-comparison","Banking","1007538","200","D","Banking","2016-07-18 04:17:23","2016-06-28 04:47:21"
"216756","1","503300","2016-07-15","blog/banking/how-to-choose-a-bank-after-college","blog/banking/how-to-choose-a-bank-after-college","Banking","503300","200","L","Banking","2016-07-18 04:17:23","2016-03-29 04:42:07"
"136305","1","361967","2016-07-15","blog/credit-cards/should-you-make-your-teen-credit-card-authorized-user","blog/credit-cards/should-you-make-your-teen-credit-card-authorized-user","Credit Cards","361967","200","L","Credit Cards","2016-07-18 04:17:23","2015-09-04 17:39:08"
"155522","2","371621","2016-07-15","blog/insurance/esurance-vs-allstate","blog/insurance/esurance-vs-allstate","Insurance","371621","200","D","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"95223","1","378858","2016-07-15","blog/loans/auto-loans/finance-car-0-interest","blog/loans/auto-loans/finance-car-0-interest","Loans","378858","200","L","Loans","2016-07-18 04:17:23","2015-10-07 08:23:52"
"156617","2","372041","2016-07-15","blog/insurance/whose-auto-insurance-provider-to-use-after-accident-2","blog/insurance/whose-auto-insurance-provider-to-use-after-accident-2","Insurance","372041","200","L","Insurance","2016-07-18 04:17:23","2015-09-19 08:28:48"
"91700","1","395480","2016-07-15","blog/mortgages/best-cities-rent-not-buy-sf-bay-area","blog/mortgages/best-cities-rent-not-buy-sf-bay-area","Mortgages","395480","200","N","Mortgages","2016-07-18 04:17:23","2016-01-28 05:57:18"
"60974","2","399195","2016-07-15","blog/credit-cards/gm-credit-card-offers-unlimited-points-drops-expiration-dates","blog/credit-cards/gm-credit-card-offers-unlimited-points-drops-expiration-dates","Credit Cards","399195","200","D","Credit Cards","2016-07-18 04:17:23","2016-02-25 06:06:41"
"211885","5","400413","2016-07-15","blog/insurance/geico-insurance-review","blog/insurance/geico-insurance-review","Insurance","400413","200","D","Insurance","2016-07-18 04:17:23","2016-03-04 05:40:15"
"150911","1","395087","2016-07-15","blog/shopping/fitbit-charge-versus-fitbit-surge-activity-tracker-comparison","blog/shopping/fitbit-charge-versus-fitbit-surge-activity-tracker-comparison","Shopping","395087","200","D","Shopping","2016-07-18 04:17:23","2016-01-28 05:57:18"
"80262","3","366904","2016-07-15","blog/banking/payday-loans","blog/banking/payday-loans","Banking","366904","200","L","Banking","2016-07-18 04:17:23","2015-09-12 08:24:13"
"59601","6","369809","2016-07-15","blog/banking/payday-loans-safer-sources-quick-cash","blog/banking/payday-loans-safer-sources-quick-cash","Banking","369809","200","L","Banking","2016-07-18 04:17:23","2015-09-15 08:23:58"
"63272","1","510200","2016-07-15","blog/studies/best-towns-vermont-young-families","blog/studies/best-towns-vermont-young-families","Other","510200","200","N","Other","2016-07-18 04:17:23","2016-05-24 07:28:34"
"138166","2","1008908","2016-07-15","blog/taxes/income-tax-benefits-parents-dyslexic-adhd-children","blog/taxes/income-tax-benefits-parents-dyslexic-adhd-children","Taxes","1008908","200","L","Taxes","2016-07-18 04:17:23","2016-07-09 03:01:20"
"150875","1","370028","2016-07-15","blog/shopping/product-comparisons/best-strollers-twins","blog/shopping/product-comparisons/best-strollers-twins","Shopping","370028","200","D","Shopping","2016-07-18 04:17:23","2015-09-14 08:22:34"
"170994","1","384193","2016-07-15","blog/insurance/full-data-comparing-car-insurance-rates-can-save-an-average-of-859-a-year","blog/insurance/full-data-comparing-car-insurance-rates-can-save-an-average-of-859-a-year","Insurance","384193","200","L","Insurance","2016-07-18 04:17:23","2015-11-08 08:39:07"
"106072","3","395355","2016-01-28","blog/finance/credit-score/credit-cards-101","blog/finance/credit-score/credit-cards-101","Credit Cards","395355","301","L","Credit Cards","2016-07-18 04:17:23","2016-01-29 05:56:02"
"202215","1","996054","2016-02-19","search/undefined/blog/health/plan-ahead-ease-pain-medical-expenses","search/undefined/blog/health/plan-ahead-ease-pain-medical-expenses","Health","996054","404","N","Health","2016-07-18 04:17:23","2016-06-22 22:04:03"
"138140","2","399828","2016-02-25","blog/finance/western-sky-payday-loans","blog/finance/western-sky-payday-loans","Loans","399828","301","L","Loans","2016-07-18 04:17:23","2016-02-27 06:01:44"
"189114","2","995641","2016-03-10","search/undefined/blog/banking/how-to-wire-money","search/undefined/blog/banking/how-to-wire-money","Banking","995641","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
